query_id,mode,rank,squared_l2,index_position,query_time_ms,sax_scans,exact_distance_computations,recall_at_k
0,exact,1,339.123413,559780,253.942924,3521917,3528809,
1,exact,1,0.365175784,4171739,16.120796,279749,3994,
2,exact,1,304.093262,2836260,264.57666,3300748,3288599,
3,exact,1,1.63840723,1511668,15.807945,571529,2212,
4,exact,1,194.679367,3433838,197.976797,2704522,2473250,
5,exact,1,187.058197,3440330,185.684783,2688325,2381245,
6,exact,1,3.83427429,2821472,14.297668,1035187,3837,
7,exact,1,1.93952465,3539297,11.332564,637894,4344,
8,exact,1,0.8928985,3791491,9.011807,433594,5028,
9,exact,1,251.283997,2906301,231.897705,2950606,2917417,
10,exact,1,1.69710088,3719214,21.972003,676833,4632,
11,exact,1,0.11956799,1404346,11.79238,287867,2578,
12,exact,1,322.906372,4439904,254.274086,3388709,3390308,
13,exact,1,3.51480913,4886038,23.467467,1172537,6164,
14,exact,1,6.17879772,4016823,15.572064,1604334,5344,
15,exact,1,4.84881401,3596500,11.131889,1362801,7642,
16,exact,1,102.810837,2717359,11.80838,2409303,9512,
17,exact,1,12.7691193,1051805,58.225152,2022083,89066,
18,exact,1,253.34053,2508614,262.794771,3007785,2723016,
19,exact,1,5.60516357,2126144,20.61074,1350374,7068,
20,exact,1,2.31989503,4400057,12.194299,767979,6198,
21,exact,1,151.521957,4580383,217.221951,2502407,2102273,
22,exact,1,338.448669,3279887,259.091793,3536839,3537334,
23,exact,1,1.67090619,1425727,18.819768,596580,3553,
24,exact,1,108.396278,4455648,110.909545,2616184,333182,
25,exact,1,0.887677252,3027716,6.496709,379619,594,
26,exact,1,5.91569662,2720342,8.990811,1492473,3613,
27,exact,1,0.362602711,4822818,7.05401,349080,3484,
28,exact,1,0.480697453,4538919,5.101571,323342,623,
29,exact,1,325.659454,2503413,246.256565,3369330,3376222,
30,exact,1,35.9375496,4894752,126.306583,2343176,209769,
31,exact,1,114.644325,4118777,67.551913,2509856,158530,
32,exact,1,115.778435,3070509,12.079263,2382563,6603,
33,exact,1,18.7115307,4181332,11.437043,1898379,9551,
34,exact,1,95.3829956,1524395,96.013165,2576383,239668,
35,exact,1,17.4725246,4437324,101.658103,2199614,185916,
36,exact,1,1.47044659,458444,12.805904,635586,10748,
