Method,Dataset,TLB
isax,ArrowHead,0.8534536376236532
sfa_equi-width_True_True_dynamic_programming,ArrowHead,0.9634079215210191
sfa_equi-width_True_True_linear_scale,ArrowHead,0.9636807860699393
sfa_equi-width_True_True_log_scale,ArrowHead,0.9635041563287235
sfa_equi-width_True_True_sqrt_scale,ArrowHead,0.9634477126238702
isax,Beef,0.8542523034845806
sfa_equi-width_True_True_dynamic_programming,Beef,0.9254024827976916
sfa_equi-width_True_True_linear_scale,Beef,0.92521288160592
sfa_equi-width_True_True_log_scale,Beef,0.9249268509183711
sfa_equi-width_True_True_sqrt_scale,Beef,0.9250991471301543
isax,BeetleFly,0.7785268484437158
sfa_equi-width_True_True_dynamic_programming,BeetleFly,0.8703671835642354
sfa_equi-width_True_True_linear_scale,BeetleFly,0.8704077901403681
sfa_equi-width_True_True_log_scale,BeetleFly,0.8701316720000456
sfa_equi-width_True_True_sqrt_scale,BeetleFly,0.8701316720000456
isax,BirdChicken,0.9211933141879819
sfa_equi-width_True_True_dynamic_programming,BirdChicken,0.9834468770624462
sfa_equi-width_True_True_linear_scale,BirdChicken,0.9833392998262172
sfa_equi-width_True_True_log_scale,BirdChicken,0.9833392998262172
sfa_equi-width_True_True_sqrt_scale,BirdChicken,0.9834807139282584
isax,BME,0.8936434192540275
sfa_equi-width_True_True_dynamic_programming,BME,0.9410185501196661
sfa_equi-width_True_True_linear_scale,BME,0.9407708029659978
sfa_equi-width_True_True_log_scale,BME,0.9409446169105641
sfa_equi-width_True_True_sqrt_scale,BME,0.940980956461614
isax,Car,0.8895056907997229
sfa_equi-width_True_True_dynamic_programming,Car,0.9551181259683221
sfa_equi-width_True_True_linear_scale,Car,0.9550397578954186
sfa_equi-width_True_True_log_scale,Car,0.9549486293928477
sfa_equi-width_True_True_sqrt_scale,Car,0.9551133748297161
isax,CBF,0.7500827242093678
sfa_equi-width_True_True_dynamic_programming,CBF,0.7902336147045701
sfa_equi-width_True_True_linear_scale,CBF,0.790132815283808
sfa_equi-width_True_True_log_scale,CBF,0.7901555227117071
sfa_equi-width_True_True_sqrt_scale,CBF,0.790132815283808
isax,Chinatown,0.9363282831547559
sfa_equi-width_True_True_dynamic_programming,Chinatown,0.9524036923449891
sfa_equi-width_True_True_linear_scale,Chinatown,0.9524127785617063
sfa_equi-width_True_True_log_scale,Chinatown,0.9524127785617063
sfa_equi-width_True_True_sqrt_scale,Chinatown,0.9524454382281442
isax,ChlorineConcentration,0.4657050302538058
sfa_equi-width_True_True_dynamic_programming,ChlorineConcentration,0.6407044564995932
sfa_equi-width_True_True_linear_scale,ChlorineConcentration,0.6398089353692726
sfa_equi-width_True_True_log_scale,ChlorineConcentration,0.6400593661472181
sfa_equi-width_True_True_sqrt_scale,ChlorineConcentration,0.640348189958341
isax,CinCECGTorso,0.6013497202514179
sfa_equi-width_True_True_dynamic_programming,CinCECGTorso,0.6528843376296227
sfa_equi-width_True_True_linear_scale,CinCECGTorso,0.6527629168427623
sfa_equi-width_True_True_log_scale,CinCECGTorso,0.6530057517599742
sfa_equi-width_True_True_sqrt_scale,CinCECGTorso,0.6530057517599742
isax,Coffee,0.7214979862448928
sfa_equi-width_True_True_dynamic_programming,Coffee,0.8087563453903213
sfa_equi-width_True_True_linear_scale,Coffee,0.8083907035363597
sfa_equi-width_True_True_log_scale,Coffee,0.808632289111894
sfa_equi-width_True_True_sqrt_scale,Coffee,0.8086809381401494
isax,Computers,0.6889715173362606
sfa_equi-width_True_True_dynamic_programming,Computers,0.7450885019927169
sfa_equi-width_True_True_linear_scale,Computers,0.744576531915964
sfa_equi-width_True_True_log_scale,Computers,0.7448737500693593
sfa_equi-width_True_True_sqrt_scale,Computers,0.7448737500693593
isax,CricketX,0.7634100209417547
sfa_equi-width_True_True_dynamic_programming,CricketX,0.8220371311383675
sfa_equi-width_True_True_linear_scale,CricketX,0.8212867704265792
sfa_equi-width_True_True_log_scale,CricketX,0.8218492153641506
sfa_equi-width_True_True_sqrt_scale,CricketX,0.8218492153641506
isax,CricketY,0.7824059893729531
sfa_equi-width_True_True_dynamic_programming,CricketY,0.8501736834125203
sfa_equi-width_True_True_linear_scale,CricketY,0.849873159375381
sfa_equi-width_True_True_log_scale,CricketY,0.8498620724187709
sfa_equi-width_True_True_sqrt_scale,CricketY,0.8499787626399532
isax,CricketZ,0.7628963513348263
sfa_equi-width_True_True_dynamic_programming,CricketZ,0.8219358149582222
sfa_equi-width_True_True_linear_scale,CricketZ,0.8213982199567937
sfa_equi-width_True_True_log_scale,CricketZ,0.8218181630674966
sfa_equi-width_True_True_sqrt_scale,CricketZ,0.8217292240397583
isax,Crop,0.899743088264602
sfa_equi-width_True_True_dynamic_programming,Crop,0.9222981457741957
sfa_equi-width_True_True_linear_scale,Crop,0.9220727939197458
sfa_equi-width_True_True_log_scale,Crop,0.9221348539660972
sfa_equi-width_True_True_sqrt_scale,Crop,0.9221348539660972
isax,DiatomSizeReduction,0.8614502704611495
