Method,Dataset,TLB
isax,ArrowHead,0.5397121352841685
sfa_equi-width_True_True_dynamic_programming,ArrowHead,0.8244501110821016
sfa_equi-width_True_True_linear_scale,ArrowHead,0.8493310147666134
sfa_equi-width_True_True_log_scale,ArrowHead,0.8520713144966047
sfa_equi-width_True_True_sqrt_scale,ArrowHead,0.8421680967056142
isax,Beef,0.517529915670494
sfa_equi-width_True_True_dynamic_programming,Beef,0.7199078752999614
sfa_equi-width_True_True_linear_scale,Beef,0.7699659835075401
sfa_equi-width_True_True_log_scale,Beef,0.7616946372438299
sfa_equi-width_True_True_sqrt_scale,Beef,0.7483617539323811
isax,BeetleFly,0.6668911138201927
sfa_equi-width_True_True_dynamic_programming,BeetleFly,0.736162482564006
sfa_equi-width_True_True_linear_scale,BeetleFly,0.7384765892999652
sfa_equi-width_True_True_log_scale,BeetleFly,0.739847299838591
sfa_equi-width_True_True_sqrt_scale,BeetleFly,0.739847299838591
isax,BirdChicken,0.7337587537898759
sfa_equi-width_True_True_dynamic_programming,BirdChicken,0.8869536599531488
sfa_equi-width_True_True_linear_scale,BirdChicken,0.9097025296403034
sfa_equi-width_True_True_log_scale,BirdChicken,0.9072742314374559
sfa_equi-width_True_True_sqrt_scale,BirdChicken,0.9072742314374559
isax,BME,0.7613687263142547
sfa_equi-width_True_True_dynamic_programming,BME,0.8336001700149636
sfa_equi-width_True_True_linear_scale,BME,0.8424657799939603
sfa_equi-width_True_True_log_scale,BME,0.8436932413643503
sfa_equi-width_True_True_sqrt_scale,BME,0.8436932413643503
isax,Car,0.57371160596333
sfa_equi-width_True_True_dynamic_programming,Car,0.8240374266828228
sfa_equi-width_True_True_linear_scale,Car,0.8507288313963571
sfa_equi-width_True_True_log_scale,Car,0.8581099040717872
sfa_equi-width_True_True_sqrt_scale,Car,0.8508204682486663
isax,CBF,0.605088333799734
sfa_equi-width_True_True_dynamic_programming,CBF,0.7102489739563891
sfa_equi-width_True_True_linear_scale,CBF,0.7244740984835629
sfa_equi-width_True_True_log_scale,CBF,0.7241511368662301
sfa_equi-width_True_True_sqrt_scale,CBF,0.7209043474349912
isax,Chinatown,0.529549283334111
sfa_equi-width_True_True_dynamic_programming,Chinatown,0.8297453504723127
sfa_equi-width_True_True_linear_scale,Chinatown,0.8513267817088036
sfa_equi-width_True_True_log_scale,Chinatown,0.8530759261971601
sfa_equi-width_True_True_sqrt_scale,Chinatown,0.8490281669480452
isax,ChlorineConcentration,0.25515624047986196
sfa_equi-width_True_True_dynamic_programming,ChlorineConcentration,0.5196990646999515
sfa_equi-width_True_True_linear_scale,ChlorineConcentration,0.5220508057570442
sfa_equi-width_True_True_log_scale,ChlorineConcentration,0.5220508057570442
sfa_equi-width_True_True_sqrt_scale,ChlorineConcentration,0.5194701552790524
isax,CinCECGTorso,0.4829229478736139
sfa_equi-width_True_True_dynamic_programming,CinCECGTorso,0.5591989454980596
