Method,Dataset,TLB
isax,ArrowHead,0.18912423146410123
sfa,ArrowHead,0.38927844662792965
sofa,ArrowHead,0.39285859724805905
sofa_equi-width_variance_dynamic_programming,ArrowHead,0.39285859724805905
sofa_equi-width_variance_linear_scale,ArrowHead,0.6488081621490562
sofa_equi-width_variance_log_scale,ArrowHead,0.6214666837847893
sofa_equi-width_variance_sqrt_scale,ArrowHead,0.6106759724636049
sofa_equi-width_pca_dynamic_programming,ArrowHead,0.3925183350391785
sofa_equi-width_pca_linear_scale,ArrowHead,0.719469926351468
sofa_equi-width_pca_log_scale,ArrowHead,0.7133064074592613
sofa_equi-width_pca_sqrt_scale,ArrowHead,0.685561757785119
isax,Beef,0.2651696462444466
sfa,Beef,0.19305830541293018
sofa,Beef,0.21743336736824317
sofa_equi-width_variance_dynamic_programming,Beef,0.21743336736824317
sofa_equi-width_variance_linear_scale,Beef,0.4899193440731111
sofa_equi-width_variance_log_scale,Beef,0.3833627830466038
sofa_equi-width_variance_sqrt_scale,Beef,0.3833627830466038
sofa_equi-width_pca_dynamic_programming,Beef,0.39217667105384946
sofa_equi-width_pca_linear_scale,Beef,0.8433371858006176
sofa_equi-width_pca_log_scale,Beef,0.8433371858006176
sofa_equi-width_pca_sqrt_scale,Beef,0.8049899316492997
isax,BeetleFly,0.3877758711596044
sfa,BeetleFly,0.42453385894962337
sofa,BeetleFly,0.4259294617147149
sofa_equi-width_variance_dynamic_programming,BeetleFly,0.4259294617147149
sofa_equi-width_variance_linear_scale,BeetleFly,0.46875415001928034
sofa_equi-width_variance_log_scale,BeetleFly,0.4259294617147149
sofa_equi-width_variance_sqrt_scale,BeetleFly,0.44958407606552103
sofa_equi-width_pca_dynamic_programming,BeetleFly,0.4160323587213648
sofa_equi-width_pca_linear_scale,BeetleFly,0.5367847810314766
sofa_equi-width_pca_log_scale,BeetleFly,0.5367847810314766
sofa_equi-width_pca_sqrt_scale,BeetleFly,0.5090451863526632
isax,BirdChicken,0.38996236307560683
sfa,BirdChicken,0.46427574397997096
sofa,BirdChicken,0.46382618656358643
sofa_equi-width_variance_dynamic_programming,BirdChicken,0.46382618656358643
sofa_equi-width_variance_linear_scale,BirdChicken,0.6977535677692766
sofa_equi-width_variance_log_scale,BirdChicken,0.6166641893117262
sofa_equi-width_variance_sqrt_scale,BirdChicken,0.6533576012976557
sofa_equi-width_pca_dynamic_programming,BirdChicken,0.45956737731862374
sofa_equi-width_pca_linear_scale,BirdChicken,0.7513623206587009
sofa_equi-width_pca_log_scale,BirdChicken,0.7513623206587009
sofa_equi-width_pca_sqrt_scale,BirdChicken,0.6967461308537191
isax,BME,0.40743219709481754
sfa,BME,0.4329991053759174
sofa,BME,0.43099514549777146
sofa_equi-width_variance_dynamic_programming,BME,0.43099514549777146
sofa_equi-width_variance_linear_scale,BME,0.6474298989380641
sofa_equi-width_variance_log_scale,BME,0.6471968480640923
sofa_equi-width_variance_sqrt_scale,BME,0.6316092620726843
sofa_equi-width_pca_dynamic_programming,BME,0.4696562698741958
sofa_equi-width_pca_linear_scale,BME,0.7755642926477475
sofa_equi-width_pca_log_scale,BME,0.7755642926477475
sofa_equi-width_pca_sqrt_scale,BME,0.7573775013763384
isax,Car,0.2112428324618096
sfa,Car,0.3840482788019112
sofa,Car,0.3840482788019112
sofa_equi-width_variance_dynamic_programming,Car,0.3840482788019112
sofa_equi-width_variance_linear_scale,Car,0.7203160875664848
sofa_equi-width_variance_log_scale,Car,0.6798494019857095
sofa_equi-width_variance_sqrt_scale,Car,0.6639998991403449
sofa_equi-width_pca_dynamic_programming,Car,0.4142630105403198
sofa_equi-width_pca_linear_scale,Car,0.7961156100128827
sofa_equi-width_pca_log_scale,Car,0.7863133209006695
sofa_equi-width_pca_sqrt_scale,Car,0.7421137326839427
isax,CBF,0.33269370503014295
sfa,CBF,0.3725600174444817
sofa,CBF,0.37166807616902164
sofa_equi-width_variance_dynamic_programming,CBF,0.37166807616902164
sofa_equi-width_variance_linear_scale,CBF,0.5722129828134002
sofa_equi-width_variance_log_scale,CBF,0.5431662972122283
sofa_equi-width_variance_sqrt_scale,CBF,0.5345152603538952
sofa_equi-width_pca_dynamic_programming,CBF,0.34953544151654675
sofa_equi-width_pca_linear_scale,CBF,0.5969640054925373
sofa_equi-width_pca_log_scale,CBF,0.5969640054925373
sofa_equi-width_pca_sqrt_scale,CBF,0.5442597760683923
isax,Chinatown,0.15498103923771153
sfa,Chinatown,0.4089791932359929
sofa,Chinatown,0.4042568928281384
sofa_equi-width_variance_dynamic_programming,Chinatown,0.4042568928281384
sofa_equi-width_variance_linear_scale,Chinatown,0.6722217994018268
sofa_equi-width_variance_log_scale,Chinatown,0.6722217994018268
sofa_equi-width_variance_sqrt_scale,Chinatown,0.611814523786737
sofa_equi-width_pca_dynamic_programming,Chinatown,0.4181099213055046
sofa_equi-width_pca_linear_scale,Chinatown,0.80931933731761
sofa_equi-width_pca_log_scale,Chinatown,0.8077048464538482
sofa_equi-width_pca_sqrt_scale,Chinatown,0.7648813710501998
isax,ChlorineConcentration,0.11656923474554028
sfa,ChlorineConcentration,0.22669109496362105
sofa,ChlorineConcentration,0.25152122956475015
sofa_equi-width_variance_dynamic_programming,ChlorineConcentration,0.25152122956475015
sofa_equi-width_variance_linear_scale,ChlorineConcentration,0.3435001653172715
sofa_equi-width_variance_log_scale,ChlorineConcentration,0.32888004439904645
