Method,Dataset,TLB
isax,ASTRO,0.35580357764899534
sfa_equi-width_True,ASTRO,0.3868571971587553
sfa_equi-width_False,ASTRO,0.3868571971587553
sfa_equi-depth_True,ASTRO,0.39721985747985744
sfa_equi-depth_False,ASTRO,0.39721985747985744
isax,BIGANN,0.3715868153065101
sfa_equi-width_True,BIGANN,0.47570465859187994
sfa_equi-width_False,BIGANN,0.354888985917518
sfa_equi-depth_True,BIGANN,0.48564070966254397
sfa_equi-depth_False,BIGANN,0.3671929719940531
isax,SALD,0.6599494616629649
sfa_equi-width_True,SALD,0.6730907254912689
sfa_equi-width_False,SALD,0.6738823832259563
sfa_equi-depth_True,SALD,0.6776219182590127
sfa_equi-depth_False,SALD,0.6785979999218344
isax,SIFT1B,0.22046782018365935
sfa_equi-width_True,SIFT1B,0.5966987392243466
sfa_equi-width_False,SIFT1B,0.26566688984365955
sfa_equi-depth_True,SIFT1B,0.6078812198605296
sfa_equi-depth_False,SIFT1B,0.2781792945863757
isax,DEPP1B,0.3363579448224608
sfa_equi-width_True,DEPP1B,0.37867529875892325
sfa_equi-width_False,DEPP1B,0.3438332110555409
sfa_equi-depth_True,DEPP1B,0.3861774205208159
sfa_equi-depth_False,DEPP1B,0.35212759693908185
isax,SCEDC,0.28621225913208187
sfa_equi-width_True,SCEDC,0.5451469275307378
sfa_equi-width_False,SCEDC,0.2602457566053624
sfa_equi-depth_True,SCEDC,0.5450069706393948
sfa_equi-depth_False,SCEDC,0.25254814601551734
isax,ETHZ,0.6830257334649666
sfa_equi-width_True,ETHZ,0.6688538741701205
sfa_equi-width_False,ETHZ,0.66827953513608
sfa_equi-depth_True,ETHZ,0.6737702563405668
sfa_equi-depth_False,ETHZ,0.672514595924439
isax,ISC_EHB_DepthPhases,0.8823885998296441
sfa_equi-width_True,ISC_EHB_DepthPhases,0.8751077140060457
sfa_equi-width_False,ISC_EHB_DepthPhases,0.8724751818905313
sfa_equi-depth_True,ISC_EHB_DepthPhases,0.8833921367317086
sfa_equi-depth_False,ISC_EHB_DepthPhases,0.8799719647017912
isax,LenDB,0.7800975340256905
sfa_equi-width_True,LenDB,0.7831122155728488
sfa_equi-width_False,LenDB,0.7832850478782599
sfa_equi-depth_True,LenDB,0.7883253007123266
sfa_equi-depth_False,LenDB,0.7883016498946959
isax,Iquique,0.5860631661222216
sfa_equi-width_True,Iquique,0.58743118868831
sfa_equi-width_False,Iquique,0.5875682652150294
sfa_equi-depth_True,Iquique,0.5825862891874263
sfa_equi-depth_False,Iquique,0.5824284414316913
isax,NEIC,0.7084010473965975
sfa_equi-width_True,NEIC,0.7010962240089532
sfa_equi-width_False,NEIC,0.7003769824945595
sfa_equi-depth_True,NEIC,0.70015480300487
sfa_equi-depth_False,NEIC,0.6992243702267139
isax,OBS,0.7592341181151497
sfa_equi-width_True,OBS,0.7514059388182733
sfa_equi-width_False,OBS,0.7447029106329481
sfa_equi-depth_True,OBS,0.7456544393081587
sfa_equi-depth_False,OBS,0.7433269264277763
isax,OBST2024,0.2822575305791894
sfa_equi-width_True,OBST2024,0.4008443994086253
sfa_equi-width_False,OBST2024,0.2581846568755055
sfa_equi-depth_True,OBST2024,0.3962865553098528
sfa_equi-depth_False,OBST2024,0.2473626548139816
isax,PNW,0.5827338882436557
sfa_equi-width_True,PNW,0.5872171201448712
sfa_equi-width_False,PNW,0.5816453611467939
sfa_equi-depth_True,PNW,0.5850158057255577
sfa_equi-depth_False,PNW,0.5788870869893635
isax,Meier2019JGR,0.6697924213327363
sfa_equi-width_True,Meier2019JGR,0.6852413780321246
sfa_equi-width_False,Meier2019JGR,0.6852413780321246
sfa_equi-depth_True,Meier2019JGR,0.7002202131434838
sfa_equi-depth_False,Meier2019JGR,0.7002202131434838
isax,STEAD,0.43246375680251903
sfa_equi-width_True,STEAD,0.42737513761486506
sfa_equi-width_False,STEAD,0.42737513761486506
sfa_equi-depth_True,STEAD,0.42545362173538925
sfa_equi-depth_False,STEAD,0.42545362173538925
isax,TXED,0.33580837868311164
sfa_equi-width_True,TXED,0.38695496737880464
sfa_equi-width_False,TXED,0.3355183248752357
sfa_equi-depth_True,TXED,0.3912590119874869
sfa_equi-depth_False,TXED,0.3502732659431386
