Method,Dataset,Pruning_Power
isax,ASTRO,0.517655552
sfa_equi-width_True,ASTRO,0.5416986730000001
sfa_equi-width_False,ASTRO,0.5416986730000001
sfa_equi-depth_True,ASTRO,0.6716014490000001
sfa_equi-depth_False,ASTRO,0.6716014490000001
isax,BIGANN,0.05705513
sfa_equi-width_True,BIGANN,0.12322722300000001
sfa_equi-width_False,BIGANN,0.026951972
sfa_equi-depth_True,BIGANN,0.250771536
sfa_equi-depth_False,BIGANN,0.082426016
isax,SALD,0.358868526
sfa_equi-width_True,SALD,0.307492507
sfa_equi-width_False,SALD,0.30986450200000004
sfa_equi-depth_True,SALD,0.433206794
sfa_equi-depth_False,SALD,0.435095626
isax,SIFT1B,0.018401823
sfa_equi-width_True,SIFT1B,0.47855596100000003
sfa_equi-width_False,SIFT1B,0.02673781
sfa_equi-depth_True,SIFT1B,0.709662604
sfa_equi-depth_False,SIFT1B,0.06426259100000001
isax,DEEP1B,0.459235934
sfa_equi-width_True,DEEP1B,0.451362288
sfa_equi-width_False,DEEP1B,0.416809574
sfa_equi-depth_True,DEEP1B,0.605214978
sfa_equi-depth_False,DEEP1B,0.5473486080000001
isax,SCEDC,0.446274722
sfa_equi-width_True,SCEDC,0.9770973740000001
sfa_equi-width_False,SCEDC,0.45191032900000006
sfa_equi-depth_True,SCEDC,0.9963763310000001
sfa_equi-depth_False,SCEDC,0.495871237
isax,ETHZ,0.610324688480701
sfa_equi-width_True,ETHZ,0.5876844720457142
sfa_equi-width_False,ETHZ,0.5883302289571596
sfa_equi-depth_True,ETHZ,0.614607555584267
sfa_equi-depth_False,ETHZ,0.6152670186848578
isax,ISC_EHB_DepthPhases,0.9597630476318272
sfa_equi-width_True,ISC_EHB_DepthPhases,0.9327818194765609
sfa_equi-width_False,ISC_EHB_DepthPhases,0.9313935161159007
sfa_equi-depth_True,ISC_EHB_DepthPhases,0.9668366088486068
sfa_equi-depth_False,ISC_EHB_DepthPhases,0.9653298082117868
isax,LenDB,0.8636179956187636
sfa_equi-width_True,LenDB,0.8050667853133443
sfa_equi-width_False,LenDB,0.8044486613586044
sfa_equi-depth_True,LenDB,0.8793139480559125
sfa_equi-depth_False,LenDB,0.8589283672708444
isax,Iquique,0.2339955567302925
sfa_equi-width_True,Iquique,0.19672027267717365
sfa_equi-width_False,Iquique,0.1986695931436824
sfa_equi-depth_True,Iquique,0.24010272037978553
sfa_equi-depth_False,Iquique,0.24136659911929279
isax,NEIC,0.6905872694764721
sfa_equi-width_True,NEIC,0.6465909931092072
sfa_equi-width_False,NEIC,0.6451047603298075
sfa_equi-depth_True,NEIC,0.6619707104522685
sfa_equi-depth_False,NEIC,0.6611676758887923
isax,OBS,0.8199850383507944
sfa_equi-width_True,OBS,0.805469223154926
sfa_equi-width_False,OBS,0.804312830346852
sfa_equi-depth_True,OBS,0.7997874366106158
sfa_equi-depth_False,OBS,0.799280676297393
isax,OBST2024,0.0005648855695800893
sfa_equi-width_True,OBST2024,0.01091950809702488
sfa_equi-width_False,OBST2024,0.0017695478790530194
sfa_equi-depth_True,OBST2024,0.009378746541607674
sfa_equi-depth_False,OBST2024,0.0
isax,PNW,0.16353856864493582
sfa_equi-width_True,PNW,0.1479089530273524
sfa_equi-width_False,PNW,0.1452911844270454
sfa_equi-depth_True,PNW,0.16332617979567604
sfa_equi-depth_False,PNW,0.1577169076555077
isax,Meier2019JGR,0.7266736974629325
sfa_equi-width_True,Meier2019JGR,0.6328347233174417
sfa_equi-width_False,Meier2019JGR,0.6328347233174417
sfa_equi-depth_True,Meier2019JGR,0.8176005806009042
sfa_equi-depth_False,Meier2019JGR,0.8176005806009042
isax,STEAD,0.03718175230861819
sfa_equi-width_True,STEAD,0.03487001574738163
sfa_equi-width_False,STEAD,0.03487001574738163
sfa_equi-depth_True,STEAD,0.028886231291662387
sfa_equi-depth_False,STEAD,0.028886231291662387
isax,TXED,0.015529927594167332
sfa_equi-width_True,TXED,0.03595114043811504
sfa_equi-width_False,TXED,0.01810880425124889
sfa_equi-depth_True,TXED,0.048509745862077416
sfa_equi-depth_False,TXED,0.03810640422364857
