Method,Dataset,TLB
isax,ASTRO,0.3678153502617193
sfa_equi-width_True,ASTRO,0.40487374642237955
sfa_equi-width_False,ASTRO,0.40487374642237955
sfa_equi-depth_True,ASTRO,0.40839045694199144
sfa_equi-depth_False,ASTRO,0.40839045694199144
isax,BIGANN,0.38363282841690405
sfa_equi-width_True,BIGANN,0.49790526949289593
sfa_equi-width_False,BIGANN,0.3725938271002978
sfa_equi-depth_True,BIGANN,0.500863355932072
sfa_equi-depth_False,BIGANN,0.37754202795442476
isax,SALD,0.6813858973588168
sfa_equi-width_True,SALD,0.6991622726679307
sfa_equi-width_False,SALD,0.7000365204984261
sfa_equi-depth_True,SALD,0.699250779695925
sfa_equi-depth_False,SALD,0.7002213180448854
isax,SIFT1B,0.2326843541605339
sfa_equi-width_True,SIFT1B,0.6201079435146537
sfa_equi-width_False,SIFT1B,0.2813427616045885
sfa_equi-depth_True,SIFT1B,0.6241072409079641
sfa_equi-depth_False,SIFT1B,0.2866333217563595
isax,DEPP1B,0.34914140152157375
sfa_equi-width_True,DEPP1B,0.3965360095477574
sfa_equi-width_False,DEPP1B,0.3604209128126085
sfa_equi-depth_True,DEPP1B,0.39890750708263173
sfa_equi-depth_False,DEPP1B,0.36331441302253004
isax,SCEDC,0.2978350019579387
sfa_equi-width_True,SCEDC,0.5612283837714055
sfa_equi-width_False,SCEDC,0.26972457864766297
sfa_equi-depth_True,SCEDC,0.5594161787002474
sfa_equi-depth_False,SCEDC,0.26417548165008176
isax,ETHZ,0.7030474230254004
sfa_equi-width_True,ETHZ,0.6951033869828045
sfa_equi-width_False,ETHZ,0.6943768171944443
sfa_equi-depth_True,ETHZ,0.6954676126580428
sfa_equi-depth_False,ETHZ,0.6943206665296066
isax,ISC_EHB_DepthPhases,0.9085023462634523
sfa_equi-width_True,ISC_EHB_DepthPhases,0.9069549260794305
sfa_equi-width_False,ISC_EHB_DepthPhases,0.9040147469417694
sfa_equi-depth_True,ISC_EHB_DepthPhases,0.9088722077266203
sfa_equi-depth_False,ISC_EHB_DepthPhases,0.9055269641849973
isax,LenDB,0.8005910517764254
sfa_equi-width_True,LenDB,0.8128208469349117
sfa_equi-width_False,LenDB,0.8128876260399653
sfa_equi-depth_True,LenDB,0.8126466757090208
sfa_equi-depth_False,LenDB,0.8125758851339008
isax,Iquique,0.6036899792622855
sfa_equi-width_True,Iquique,0.6141609126761322
sfa_equi-width_False,Iquique,0.6141645159029205
sfa_equi-depth_True,Iquique,0.6081293910988873
sfa_equi-depth_False,Iquique,0.6079778922761591
isax,NEIC,0.7268632534568896
sfa_equi-width_True,NEIC,0.7291892224207901
sfa_equi-width_False,NEIC,0.7283721349893102
sfa_equi-depth_True,NEIC,0.7252395214302747
sfa_equi-depth_False,NEIC,0.7243218796988328
isax,OBS,0.7779248776863652
sfa_equi-width_True,OBS,0.7776922750964258
sfa_equi-width_False,OBS,0.7708531074005505
sfa_equi-depth_True,OBS,0.7696662254799047
sfa_equi-depth_False,OBS,0.7665992528076107
isax,OBST2024,0.29442427629234913
sfa_equi-width_True,OBST2024,0.42893915564909413
sfa_equi-width_False,OBST2024,0.27967674913717555
sfa_equi-depth_True,OBST2024,0.4206235302341644
sfa_equi-depth_False,OBST2024,0.27313466210767395
isax,PNW,0.6018979879593179
sfa_equi-width_True,PNW,0.6152694094707744
sfa_equi-width_False,PNW,0.609560027794094
sfa_equi-depth_True,PNW,0.6106176888042325
sfa_equi-depth_False,PNW,0.6046058835942218
isax,Meier2019JGR,0.6845328830563604
sfa_equi-width_True,Meier2019JGR,0.715731763107202
sfa_equi-width_False,Meier2019JGR,0.715731763107202
sfa_equi-depth_True,Meier2019JGR,0.7202357508575731
sfa_equi-depth_False,Meier2019JGR,0.7202357508575731
isax,STEAD,0.44629748583559575
sfa_equi-width_True,STEAD,0.45535213852789497
sfa_equi-width_False,STEAD,0.45535213852789497
sfa_equi-depth_True,STEAD,0.4494249968289521
sfa_equi-depth_False,STEAD,0.4494249968289521
isax,TXED,0.34765538766779386
sfa_equi-width_True,TXED,0.41326632848914074
sfa_equi-width_False,TXED,0.36055178120890646
sfa_equi-depth_True,TXED,0.41082833864247414
sfa_equi-depth_False,TXED,0.3652946516129533
