Method,Dataset,TLB
isax,ASTRO,0.35580357470692664
sfa_equi-width_True,ASTRO,0.38685718980469347
sfa_equi-width_False,ASTRO,0.38685718980469347
sfa_equi-depth_True,ASTRO,0.3972198474702932
sfa_equi-depth_False,ASTRO,0.3972198474702932
isax,BIGANN,0.17469477166676892
sfa_equi-width_True,BIGANN,0.4540207193138723
sfa_equi-width_False,BIGANN,0.3415131704654489
sfa_equi-depth_True,BIGANN,0.4653568907057069
sfa_equi-depth_False,BIGANN,0.35596104587992755
isax,SALD,0.6599494603335014
sfa_equi-width_True,SALD,0.6730907181690448
sfa_equi-width_False,SALD,0.6738823763836805
sfa_equi-depth_True,SALD,0.6776219151127709
sfa_equi-depth_False,SALD,0.6785979964715169
isax,SIFT1B,0.22046783102138057
sfa_equi-width_True,SIFT1B,0.59669874235248
sfa_equi-width_False,SIFT1B,0.2656668917490782
sfa_equi-depth_True,SIFT1B,0.6078812320911358
sfa_equi-depth_False,SIFT1B,0.2781792920842219
isax,DEPP1B,0.3363579453636215
sfa_equi-width_True,DEPP1B,0.3786752895882893
sfa_equi-width_False,DEPP1B,0.3438331967896791
sfa_equi-depth_True,DEPP1B,0.3861774105150429
sfa_equi-depth_False,DEPP1B,0.35212759062337884
isax,SCEDC,0.2862763503856149
sfa_equi-width_True,SCEDC,0.5465061392416916
sfa_equi-width_False,SCEDC,0.26032714430247644
sfa_equi-depth_True,SCEDC,0.546586480670836
sfa_equi-depth_False,SCEDC,0.25293906296055163
isax,ETHZ,0.6830258858873809
sfa_equi-width_True,ETHZ,0.6688538188772969
sfa_equi-width_False,ETHZ,0.6682794799485121
sfa_equi-depth_True,ETHZ,0.6737702129166427
sfa_equi-depth_False,ETHZ,0.6725145526206316
isax,ISC_EHB_DepthPhases,0.8826472725773088
sfa_equi-width_True,ISC_EHB_DepthPhases,0.875246809862079
sfa_equi-width_False,ISC_EHB_DepthPhases,0.8726110127944203
sfa_equi-depth_True,ISC_EHB_DepthPhases,0.8835337803152916
sfa_equi-depth_False,ISC_EHB_DepthPhases,0.8801103587798561
isax,LenDB,0.8018659293220033
sfa_equi-width_True,LenDB,0.7892756683289123
sfa_equi-width_False,LenDB,0.7892756683289123
sfa_equi-depth_True,LenDB,0.551740133787458
sfa_equi-depth_False,LenDB,0.551740133787458
isax,Iquique,0.5860632092248161
sfa_equi-width_True,Iquique,0.5874311564289093
sfa_equi-width_False,Iquique,0.587568229527929
sfa_equi-depth_True,Iquique,0.5825863615188892
sfa_equi-depth_False,Iquique,0.5824285138269891
isax,NEIC,0.7085252404769432
sfa_equi-width_True,NEIC,0.7009404642749623
sfa_equi-width_False,NEIC,0.7002212704868961
sfa_equi-depth_True,NEIC,0.7000209473597592
sfa_equi-depth_False,NEIC,0.6990910505590594
isax,OBS,0.8112115252898356
sfa_equi-width_True,OBS,0.7902053774087342
sfa_equi-width_False,OBS,0.7863383683891381
sfa_equi-depth_True,OBS,0.8040728037236717
sfa_equi-depth_False,OBS,0.8009033110782608
isax,OBST2024,0.28214041562751835
sfa_equi-width_True,OBST2024,0.40071744872534026
sfa_equi-width_False,OBST2024,0.2579781059003171
sfa_equi-depth_True,OBST2024,0.3961493131657383
sfa_equi-depth_False,OBST2024,0.24714147350495227
isax,PNW,0.5278849884226828
sfa_equi-width_True,PNW,0.5242392920494107
sfa_equi-width_False,PNW,0.5160644487388812
sfa_equi-depth_True,PNW,0.5290316116640073
sfa_equi-depth_False,PNW,0.5202969822326908
isax,Meier2019JGR,0.795329860586719
sfa_equi-width_True,Meier2019JGR,0.8086948359873621
sfa_equi-width_False,Meier2019JGR,0.8111950290130209
sfa_equi-depth_True,Meier2019JGR,0.5992746272542212
sfa_equi-depth_False,Meier2019JGR,0.6013010449918446
isax,STEAD,0.4320491591091286
sfa_equi-width_True,STEAD,0.4266723029448314
sfa_equi-width_False,STEAD,0.4266723029448314
sfa_equi-depth_True,STEAD,0.4252353261790471
sfa_equi-depth_False,STEAD,0.4252353261790471
isax,TXED,0.3358088158485872
sfa_equi-width_True,TXED,0.3869556479713759
sfa_equi-width_False,TXED,0.33551868538218577
sfa_equi-depth_True,TXED,0.39126073237468534
sfa_equi-depth_False,TXED,0.3502745242881952
