Method,Dataset,Pruning_Power
isax,ASTRO,0.6470598247
sfa_equi-width_True,ASTRO,0.6327712799
sfa_equi-width_False,ASTRO,0.634288578
sfa_equi-depth_True,ASTRO,0.7704139434
sfa_equi-depth_False,ASTRO,0.7731092171
isax,BIGANN,0.07762269000000001
sfa_equi-width_True,BIGANN,0.3776739794
sfa_equi-width_False,BIGANN,0.1328089155
sfa_equi-depth_True,BIGANN,0.5481583403
sfa_equi-depth_False,BIGANN,0.23749488470000002
isax,SALD,0.4836614252
sfa_equi-width_True,SALD,0.4770158745
sfa_equi-width_False,SALD,0.47786601310000004
sfa_equi-depth_True,SALD,0.49374097840000003
sfa_equi-depth_False,SALD,0.4940421004
isax,SIFT1B,0.0672917437
sfa_equi-width_True,SIFT1B,0.8152368189
sfa_equi-width_False,SIFT1B,0.10255819270000001
sfa_equi-depth_True,SIFT1B,0.9030793595000001
sfa_equi-depth_False,SIFT1B,0.1708169264
isax,DEEP1B,0.6072875475
sfa_equi-width_True,DEEP1B,0.6599780264
sfa_equi-width_False,DEEP1B,0.5830167075
sfa_equi-depth_True,DEEP1B,0.7653806821
sfa_equi-depth_False,DEEP1B,0.6749176075000001
isax,SCEDC,0.80447163
sfa_equi-width_True,SCEDC,0.9572312885
sfa_equi-width_False,SCEDC,0.5755340358000001
sfa_equi-depth_True,SCEDC,0.9953551397
sfa_equi-depth_False,SCEDC,0.8337445612000001
isax,ETHZ,0.6481474068047326
sfa_equi-width_True,ETHZ,0.6361293333589337
sfa_equi-width_False,ETHZ,0.6359671171527933
sfa_equi-depth_True,ETHZ,0.6507689344575087
sfa_equi-depth_False,ETHZ,0.6508329873286277
isax,ISC_EHB_DepthPhases,0.9787466833
sfa_equi-width_True,ISC_EHB_DepthPhases,0.9703141432000001
sfa_equi-width_False,ISC_EHB_DepthPhases,0.9695541617000001
sfa_equi-depth_True,ISC_EHB_DepthPhases,0.9875310500000001
sfa_equi-depth_False,ISC_EHB_DepthPhases,0.9852418752000001
isax,LenDB,0.6845168032034052
sfa_equi-width_True,LenDB,0.6752721311888042
sfa_equi-width_False,LenDB,0.690243648056005
sfa_equi-depth_True,LenDB,0.5302868058757658
sfa_equi-depth_False,LenDB,0.5272862290957407
isax,Iquique,0.31500408566596355
sfa_equi-width_True,Iquique,0.29297419206603403
sfa_equi-width_False,Iquique,0.2930646640857005
sfa_equi-depth_True,Iquique,0.3179403751902469
sfa_equi-depth_False,Iquique,0.3185485434125762
isax,NEIC,0.8198098758235767
sfa_equi-width_True,NEIC,0.7984026329975025
sfa_equi-width_False,NEIC,0.7977531342265081
sfa_equi-depth_True,NEIC,0.8118804033539287
sfa_equi-depth_False,NEIC,0.8119574325316294
isax,OBS,0.8338738299057941
sfa_equi-width_True,OBS,0.8401721436238047
sfa_equi-width_False,OBS,0.830909750300378
sfa_equi-depth_True,OBS,0.8115787062488546
sfa_equi-depth_False,OBS,0.802493634901592
isax,OBST2024,0.00979844414542654
sfa_equi-width_True,OBST2024,0.038704029001852276
sfa_equi-width_False,OBST2024,0.011728246567663858
sfa_equi-depth_True,OBST2024,0.019699785062853855
sfa_equi-depth_False,OBST2024,0.0
isax,PNW,0.25678070464574576
sfa_equi-width_True,PNW,0.2529229873363673
sfa_equi-width_False,PNW,0.24957857115922993
sfa_equi-depth_True,PNW,0.24209889851303043
sfa_equi-depth_False,PNW,0.23369210686780498
isax,Meier2019JGR,0.6349016708273093
sfa_equi-width_True,Meier2019JGR,0.4852162921145213
sfa_equi-width_False,Meier2019JGR,0.5838839811015345
sfa_equi-depth_True,Meier2019JGR,0.41675621715064987
sfa_equi-depth_False,Meier2019JGR,0.4243334279576951
isax,STEAD,0.12087073054033502
sfa_equi-width_True,STEAD,0.09764286362859784
sfa_equi-width_False,STEAD,0.09833146081189914
sfa_equi-depth_True,STEAD,0.06536650843766072
sfa_equi-depth_False,STEAD,0.06535612359628601
isax,TXED,0.047711937369896124
sfa_equi-width_True,TXED,0.0649412139879455
sfa_equi-width_False,TXED,0.04413758884844351
sfa_equi-depth_True,TXED,0.10077991576452526
sfa_equi-depth_False,TXED,0.0737066615723392
