Method,Dataset,TLB
isax,ArrowHead,0.7429974284573947
sfa_equi-width_True_True_dynamic_programming,ArrowHead,0.925888991349141
sfa_equi-width_True_True_linear_scale,ArrowHead,0.933914379543388
sfa_equi-width_True_True_log_scale,ArrowHead,0.9338910204567215
sfa_equi-width_True_True_sqrt_scale,ArrowHead,0.9309505704155429
isax,Beef,0.7179948548002989
sfa_equi-width_True_True_dynamic_programming,Beef,0.8658424696889506
sfa_equi-width_True_True_linear_scale,Beef,0.8774376714174393
sfa_equi-width_True_True_log_scale,Beef,0.8662587574555926
sfa_equi-width_True_True_sqrt_scale,Beef,0.8650925585643433
isax,BeetleFly,0.7486909398907654
sfa_equi-width_True_True_dynamic_programming,BeetleFly,0.8393444095047841
sfa_equi-width_True_True_linear_scale,BeetleFly,0.8398579831446205
sfa_equi-width_True_True_log_scale,BeetleFly,0.8384915504010364
sfa_equi-width_True_True_sqrt_scale,BeetleFly,0.8393444095047841
isax,BirdChicken,0.8704882637073894
sfa_equi-width_True_True_dynamic_programming,BirdChicken,0.9605775073837628
sfa_equi-width_True_True_linear_scale,BirdChicken,0.9670635320297505
sfa_equi-width_True_True_log_scale,BirdChicken,0.9632661341549872
sfa_equi-width_True_True_sqrt_scale,BirdChicken,0.9632661341549872
isax,BME,0.8539148185958564
sfa_equi-width_True_True_dynamic_programming,BME,0.914689750575337
sfa_equi-width_True_True_linear_scale,BME,0.9160793182135418
sfa_equi-width_True_True_log_scale,BME,0.916464848138857
sfa_equi-width_True_True_sqrt_scale,BME,0.9162283572264576
isax,Car,0.7831382483044516
sfa_equi-width_True_True_dynamic_programming,Car,0.9230558118891036
sfa_equi-width_True_True_linear_scale,Car,0.9337525840999884
sfa_equi-width_True_True_log_scale,Car,0.9319750502937056
sfa_equi-width_True_True_sqrt_scale,Car,0.9307763270020902
isax,CBF,0.7104309574970138
sfa_equi-width_True_True_dynamic_programming,CBF,0.7716060277288783
sfa_equi-width_True_True_linear_scale,CBF,0.7740501555479938
sfa_equi-width_True_True_log_scale,CBF,0.7736325748679932
sfa_equi-width_True_True_sqrt_scale,CBF,0.7733358896867176
isax,Chinatown,0.7951454780185198
sfa_equi-width_True_True_dynamic_programming,Chinatown,0.9231170018215845
sfa_equi-width_True_True_linear_scale,Chinatown,0.9295846081082251
sfa_equi-width_True_True_log_scale,Chinatown,0.9295846081082251
sfa_equi-width_True_True_sqrt_scale,Chinatown,0.9277963245339323
isax,ChlorineConcentration,0.36852732559255225
sfa_equi-width_True_True_dynamic_programming,ChlorineConcentration,0.6086560895159314
sfa_equi-width_True_True_linear_scale,ChlorineConcentration,0.6069843743724078
sfa_equi-width_True_True_log_scale,ChlorineConcentration,0.6077262733752037
sfa_equi-width_True_True_sqrt_scale,ChlorineConcentration,0.6086762326671097
isax,CinCECGTorso,0.5699951921679803
sfa_equi-width_True_True_dynamic_programming,CinCECGTorso,0.6303826967152258
sfa_equi-width_True_True_linear_scale,CinCECGTorso,0.6307283799563714
sfa_equi-width_True_True_log_scale,CinCECGTorso,0.6303826967152258
sfa_equi-width_True_True_sqrt_scale,CinCECGTorso,0.6303826967152258
isax,Coffee,0.47671234044524424
sfa_equi-width_True_True_dynamic_programming,Coffee,0.7789839739249289
sfa_equi-width_True_True_linear_scale,Coffee,0.7803354327744983
sfa_equi-width_True_True_log_scale,Coffee,0.7800373138124638
sfa_equi-width_True_True_sqrt_scale,Coffee,0.7776904037982788
isax,Computers,0.6427961080878317
sfa_equi-width_True_True_dynamic_programming,Computers,0.7166037106597769
sfa_equi-width_True_True_linear_scale,Computers,0.7174649617859609
sfa_equi-width_True_True_log_scale,Computers,0.7145029166727569
sfa_equi-width_True_True_sqrt_scale,Computers,0.7160242935759953
isax,CricketX,0.7278729514384021
