query_id,mode,rank,squared_l2,index_position,query_time_ms,sax_scans,exact_distance_computations,recall_at_k
0,exact,1,62.2473602,13716557,5113.42627,15508793,11226013,
1,exact,1,5.63133907,13358790,4796.27404,15508793,10958186,
2,exact,1,29.1980476,11511411,4638.00037,15508793,10973224,
3,exact,1,3.37172961,15157799,4576.11811,15508793,10958448,
4,exact,1,6.18598986,13414689,4629.20291,15508793,10957952,
5,exact,1,107.154762,11523603,5248.41614,15508793,12301538,
6,exact,1,13.9974041,13555764,4770.61584,15508793,10961657,
7,exact,1,24.0512962,11885366,4585.68636,15508793,10961827,
8,exact,1,5.11076207e-12,13556956,4555.08846,15508793,10957946,
9,exact,1,38.1127319,11023950,4726.15101,15508793,11092406,
10,exact,1,2.83220601,11806504,4818.25143,15508793,10957810,
11,exact,1,49.776207,14943528,4682.06742,15508793,11060679,
12,exact,1,0.506249607,11724282,4581.21494,15508793,10957754,
13,exact,1,2.83187318,14552515,4738.54078,15508793,10959952,
14,exact,1,3.08124971,15199156,4612.07709,15508793,10957962,
15,exact,1,7.33400297,15029096,4560.30632,15508793,10958226,
16,exact,1,0.34832564,13710224,4571.91322,15508793,10957913,
17,exact,1,0.502818167,13239663,4740.63094,15508793,10958508,
18,exact,1,124.780502,11813773,5360.25598,15508793,12302551,
19,exact,1,0.978196919,14525318,4745.31437,15508793,10957859,
20,exact,1,0.821145654,14128103,4761.65543,15508793,10957864,
21,exact,1,0.470097959,15444756,4571.24915,15508793,10958302,
22,exact,1,2.39593935,14445726,4558.89485,15508793,10959025,
23,exact,1,218.710754,14566432,5917.7627,15508793,13626249,
24,exact,1,6.42273331,14989401,4783.43841,15508793,10962207,
25,exact,1,1.70561254,11902255,4557.38507,15508793,10957886,
26,exact,1,0.499470204,11766752,4747.97031,15508793,10958677,
27,exact,1,165.894653,15406157,5435.658,15508793,12604002,
28,exact,1,191.295502,12347587,5470.22263,15508793,12717838,
29,exact,1,6.11490297,15307405,4646.29283,15508793,10977017,
30,exact,1,46.039608,14168285,4851.72495,15508793,10977594,
31,exact,1,10.4883137,13462420,4623.43556,15508793,10960759,
32,exact,1,2.24705076,13918390,4594.85548,15508793,10957615,
33,exact,1,1.35416043,11621614,4751.91995,15508793,10957643,
34,exact,1,1.68081939,13814775,4585.05909,15508793,10960155,
35,exact,1,0.870311737,14359869,4556.72198,15508793,10957875,
36,exact,1,6.21224833,13789697,4623.47316,15508793,10967654,
37,exact,1,2.27766228,11635467,4765.01784,15508793,10965501,
38,exact,1,3.18746185,12073742,4560.93552,15508793,10957844,
39,exact,1,0.342386335,11524813,4572.89226,15508793,10957842,
40,exact,1,5.75416851,11748489,4566.43147,15508793,10958269,
41,exact,1,16.4733162,13506602,4831.35755,15508793,10961572,
42,exact,1,23.5763512,14102339,4592.43976,15508793,10993904,
43,exact,1,0.381662786,15293481,4580.60961,15508793,10957969,
44,exact,1,1.14815426,14267298,4749.96551,15508793,10958189,
45,exact,1,0.254297197,14526492,4567.51856,15508793,10958469,
46,exact,1,9.27763557,14378271,4561.97438,15508793,10970367,
47,exact,1,76.5214691,14843505,5083.12666,15508793,12055675,
48,exact,1,1.07795131,13620273,4800.42625,15508793,10957768,
49,exact,1,0.484307051,11760678,4622.31208,15508793,10957801,
50,exact,1,164.311401,13247555,5164.52484,15508793,12151949,
51,exact,1,70.8450623,14157342,4638.11711,15508793,10996554,
52,exact,1,1.9794271,13342090,4834.18809,15508793,10957835,
53,exact,1,0.209112033,14379604,4580.42353,15508793,10957734,
54,exact,1,10.7196054,11392349,4560.13684,15508793,10960102,
55,exact,1,84.8538589,13655456,5131.5238,15508793,11705799,
56,exact,1,1.68393123,11922889,4756.1355,15508793,10958543,
57,exact,1,0.572743714,11804428,4569.92498,15508793,10957853,
58,exact,1,169.894409,13288975,5216.77888,15508793,12443083,
59,exact,1,136.214325,12406713,5180.04006,15508793,12339573,
60,exact,1,1.33206475,14036780,4774.521,15508793,10958138,
61,exact,1,74.2931671,14423381,5069.00951,15508793,11889798,
62,exact,1,2.41815519,14429992,4592.47233,15508793,10957998,
63,exact,1,7.77639866,13218661,4589.5308,15508793,10958769,
64,exact,1,97.510437,11809506,5199.64221,15508793,11492216,
65,exact,1,0.191052228,14661955,4569.38548,15508793,10957959,
66,exact,1,0.536908627,14897361,4610.93365,15508793,10957871,
67,exact,1,0.634295702,11433256,4619.67636,15508793,10957874,
68,exact,1,2.67502451,13714829,4747.87213,15508793,10958334,
69,exact,1,91.6229248,11015627,5002.34165,15508793,11707903,
70,exact,1,3.5275631,15148800,4547.73344,15508793,10958086,
71,exact,1,255.996033,10957377,6171.45904,15508793,14163442,
72,exact,1,5.54881477,13114964,4751.22028,15508793,10958239,
73,exact,1,1.90078235,14578965,4633.04335,15508793,10958134,
74,exact,1,1.53309608,13997547,4621.69669,15508793,10958787,
75,exact,1,0.105561428,14857704,4659.15744,15508793,10957816,
76,exact,1,64.4662323,13543592,5278.34264,15508793,12088999,
77,exact,1,47.3498611,14983812,4806.00772,15508793,11142372,
78,exact,1,1.77545404,14259699,4558.73936,15508793,10958017,
79,exact,1,0.130835727,14237383,4616.51785,15508793,10957884,
80,exact,1,0.695342541,13981395,4743.38627,15508793,10957916,
81,exact,1,0.371073335,11550821,4578.92347,15508793,10957868,
82,exact,1,6.19616461,14427998,4559.1545,15508793,10958351,
